id,Title,Content
7562,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7563,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7595,"Native Plant ID and Plant Pressing Walkshop","Join us for a walk in the Garden exploring native plants and plant pressing. This ‘walkshop’ will introduce some<b><strong> </strong></b>common native plants, how to identify them, and their uses and a demonstration of pressing and drying plants.

Participants will learn:
<ul>
 	<li>How to identify some native plants and plant-specific characteristics</li>
 	<li>Ways in which native plants are used culturally and socially</li>
 	<li>Method of preparing, pressing, and drying plants</li>
 	<li>How the Garden’s dried plant collection is used for scientific research</li>
</ul>"
7598,"Herbarium Workshop: Create Your Own Plant Specimen","Learn tips and techniques for making your very own herbarium vouchers of native plants. Participants will go for a walk in the garden to collect native plants and discover how specimens are curated in a herbarium for scientific research. There will be hands-on instruction on collecting, pressing, and mounting techniques to prepare specimens suitable for creative art and scientific projects. Following the workshop, participants will take their own mounted specimen home.

Participants will gain experience with:
<ul>
 	<li>Collecting specific plants from UBC Botanical Garden</li>
 	<li>Pressing and drying plants to make a herbarium voucher</li>
 	<li>Learning how dried plant collection is curated for scientific research</li>
 	<li>Mounting dried plant specimens onto paper</li>
</ul>"
7601,"Weekend Workshop: Botanical Watercolours with Alison Watt","<b><strong>Weekend Workshop:
</strong></b>Day 1: Saturday, October 5th, 2019
Day 2: Sunday, October 6th, 2019
Time: 10:00 am – 4:00 pm (Saturday &amp; Sunday)

<b><strong>Instructor: </strong></b>Alison Watt

Join botanical painter Alison Watt for a 2-day introduction to botanical painting in watercolours using plants from the Garden. This class will cover watercolour materials (brushes, paints, and paper) and basic watercolour techniques (mixing, glazing, wet-in-wet, masking). Special attention will be given to the concerns of plant painting (greens, whites, darks, stems, leaves, etc)."
7606,"Movie Night -  How to Train Your Dragon: The Hidden World","Bring the whole family to the Old Barn on the first Saturday of every month for Family Movie Night! $2 admission. Popcorn, snacks, and drinks are available for sale, cash only. Chairs will be provided but feel free to bring your blankets and pillows. Parents must accompany their children. Doors open at 6:00 p.m., movie starts at 6:30 p.m.

This month we are watching <strong>How to Train Your Dragon: The Hidden World</strong>! This is the latest instalment in the How to Train Your Dragon series! When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first."
7648,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you throughout the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists as well. Grab a bite or a refreshing drink at your favorite Wesbrook eatery, take a seat in the square and enjoy the amazing performances!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-sam-cave--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Sam Cave</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-jacob-seyer--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Jacob Seyer</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
7649,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you through the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists. Performances are once a week so grab a bite or a refreshing drink in the village, take a seat and enjoy the show!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-sam-cave--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Sam Cave</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-jacob-seyer--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Jacob Seyer</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
7650,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you through the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists. Performances are once a week so grab a bite or a refreshing drink in the village, take a seat and enjoy the show!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-sam-cave--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Sam Cave</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-jacob-seyer--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Jacob Seyer</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
7651,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you through the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists. Performances are once a week so grab a bite or a refreshing drink in the village, take a seat and enjoy the show!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stephen-spender"">Stephen Spender</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-tyler-belding--2"">Tyler Belding</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
7652,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you through the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists. Performances are once a week so grab a bite or a refreshing drink in the village, take a seat and enjoy the show!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stephen-spender"">Stephen Spender</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-tyler-belding--2"">Tyler Belding</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
7653,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you through the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists. Performances are once a week so grab a bite or a refreshing drink in the village, take a seat and enjoy the show!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stephen-spender"">Stephen Spender</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-tyler-belding--2"">Tyler Belding</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
7654,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you through the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists. Performances are once a week so grab a bite or a refreshing drink in the village, take a seat and enjoy the show!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stephen-spender"">Stephen Spender</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-tyler-belding--2"">Tyler Belding</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
